Date,Alaves,Albacete,Almeria,Ath Bilbao,Ath Madrid,Barcelona,Betis,Cadiz,Celta,Compostela,Cordoba,Eibar,Elche,Espanol,Extremadura,Getafe,Gimnastic,Girona,Granada,Hercules,Huesca,La Coruna,Las Palmas,Leganes,Lerida,Levante,Logrones,Malaga,Mallorca,Merida,Murcia,Numancia,Osasuna,Oviedo,Real Madrid,Recreativo,Salamanca,Santander,Sevilla,Sociedad,Sp Gijon,Tenerife,Valencia,Valladolid,Vallecano,Villareal,Villarreal,Xerez,Zaragoza
2014-01-01,278.0,206.0,186.0,1080.0,1076.0,1615.0,861.0,36.0,744.0,201.0,0.0,0.0,17.0,977.0,83.0,461.0,28.0,0.0,104.0,76.0,0.0,1140.0,86.0,0.0,34.0,271.0,90.0,602.0,829.0,81.0,56.0,148.0,657.0,368.0,1594.0,167.0,105.0,810.0,973.0,909.0,362.0,380.0,1297.0,692.0,414.0,36.0,712.0,34.0,880.0
2014-02-01,278.0,206.0,192.0,1089.0,1084.0,1623.0,862.0,36.0,753.0,201.0,0.0,0.0,21.0,981.0,83.0,462.0,28.0,0.0,108.0,76.0,0.0,1140.0,86.0,0.0,34.0,278.0,90.0,603.0,829.0,81.0,56.0,148.0,664.0,368.0,1606.0,167.0,105.0,810.0,978.0,916.0,362.0,380.0,1302.0,696.0,417.0,36.0,721.0,34.0,880.0
2014-03-01,278.0,206.0,196.0,1097.0,1090.0,1629.0,865.0,36.0,758.0,201.0,0.0,0.0,26.0,987.0,83.0,464.0,28.0,0.0,111.0,76.0,0.0,1140.0,86.0,0.0,34.0,284.0,90.0,607.0,829.0,81.0,56.0,148.0,671.0,368.0,1616.0,167.0,105.0,810.0,982.0,923.0,362.0,380.0,1312.0,699.0,421.0,36.0,727.0,34.0,880.0
2014-04-01,278.0,206.0,200.0,1103.0,1106.0,1644.0,873.0,36.0,764.0,201.0,0.0,0.0,32.0,995.0,83.0,469.0,28.0,0.0,118.0,76.0,0.0,1140.0,86.0,0.0,34.0,291.0,90.0,617.0,829.0,81.0,56.0,148.0,672.0,368.0,1626.0,167.0,105.0,810.0,997.0,930.0,362.0,380.0,1317.0,707.0,434.0,36.0,733.0,34.0,880.0
2014-05-01,278.0,206.0,203.0,1112.0,1118.0,1653.0,873.0,36.0,771.0,201.0,0.0,0.0,36.0,996.0,83.0,473.0,28.0,0.0,121.0,76.0,0.0,1140.0,86.0,0.0,34.0,293.0,90.0,623.0,829.0,81.0,56.0,148.0,677.0,368.0,1635.0,167.0,105.0,810.0,1006.0,937.0,362.0,380.0,1322.0,709.0,444.0,36.0,736.0,34.0,880.0
2014-06-01,278.0,206.0,210.0,1117.0,1120.0,1656.0,876.0,36.0,777.0,201.0,0.0,0.0,40.0,997.0,83.0,480.0,28.0,0.0,125.0,76.0,0.0,1140.0,86.0,0.0,34.0,299.0,90.0,627.0,829.0,81.0,56.0,148.0,681.0,368.0,1640.0,167.0,105.0,810.0,1010.0,939.0,362.0,380.0,1326.0,713.0,444.0,36.0,743.0,34.0,880.0
2014-09-01,278.0,206.0,211.0,1120.0,1124.0,1662.0,876.0,36.0,781.0,201.0,1.0,3.0,41.0,998.0,83.0,483.0,28.0,0.0,129.0,76.0,0.0,1141.0,86.0,0.0,34.0,299.0,90.0,630.0,829.0,81.0,56.0,148.0,681.0,368.0,1643.0,167.0,105.0,810.0,1014.0,942.0,362.0,380.0,1330.0,713.0,446.0,36.0,746.0,34.0,880.0
2014-10-01,278.0,206.0,218.0,1121.0,1134.0,1672.0,876.0,36.0,789.0,201.0,3.0,8.0,44.0,1003.0,83.0,486.0,28.0,0.0,133.0,76.0,0.0,1144.0,86.0,0.0,34.0,303.0,90.0,633.0,829.0,81.0,56.0,148.0,681.0,368.0,1652.0,167.0,105.0,810.0,1023.0,944.0,362.0,380.0,1340.0,713.0,452.0,36.0,751.0,34.0,880.0
2014-11-01,278.0,206.0,219.0,1125.0,1140.0,1678.0,876.0,36.0,793.0,201.0,5.0,10.0,45.0,1007.0,83.0,493.0,28.0,0.0,134.0,76.0,0.0,1148.0,86.0,0.0,34.0,304.0,90.0,642.0,829.0,81.0,56.0,148.0,681.0,368.0,1661.0,167.0,105.0,810.0,1032.0,945.0,362.0,380.0,1346.0,713.0,455.0,36.0,757.0,34.0,880.0
2014-12-01,278.0,206.0,220.0,1135.0,1149.0,1687.0,876.0,36.0,797.0,201.0,7.0,16.0,50.0,1011.0,83.0,494.0,28.0,0.0,136.0,76.0,0.0,1150.0,86.0,0.0,34.0,311.0,90.0,648.0,829.0,81.0,56.0,148.0,681.0,368.0,1673.0,167.0,105.0,810.0,1036.0,952.0,362.0,380.0,1350.0,713.0,458.0,36.0,764.0,34.0,880.0
2015-01-01,278.0,206.0,223.0,1136.0,1155.0,1694.0,876.0,36.0,797.0,201.0,11.0,20.0,50.0,1017.0,83.0,497.0,28.0,0.0,138.0,76.0,0.0,1153.0,86.0,0.0,34.0,314.0,90.0,657.0,829.0,81.0,56.0,148.0,681.0,368.0,1679.0,167.0,105.0,810.0,1040.0,954.0,362.0,380.0,1357.0,713.0,461.0,36.0,773.0,34.0,880.0
2015-02-01,278.0,206.0,226.0,1137.0,1167.0,1703.0,876.0,36.0,801.0,201.0,18.0,27.0,57.0,1023.0,83.0,500.0,28.0,0.0,143.0,76.0,0.0,1161.0,86.0,0.0,34.0,315.0,90.0,659.0,829.0,81.0,56.0,148.0,681.0,368.0,1691.0,167.0,105.0,810.0,1049.0,961.0,362.0,380.0,1367.0,713.0,467.0,36.0,781.0,34.0,880.0
2015-03-01,278.0,206.0,234.0,1144.0,1173.0,1715.0,876.0,36.0,808.0,201.0,18.0,27.0,63.0,1029.0,83.0,506.0,28.0,0.0,144.0,76.0,0.0,1165.0,86.0,0.0,34.0,321.0,90.0,668.0,829.0,81.0,56.0,148.0,681.0,368.0,1700.0,167.0,105.0,810.0,1055.0,966.0,362.0,380.0,1376.0,713.0,473.0,36.0,787.0,34.0,880.0
2015-04-01,278.0,206.0,235.0,1156.0,1179.0,1724.0,876.0,36.0,812.0,201.0,18.0,28.0,67.0,1031.0,83.0,509.0,28.0,0.0,148.0,76.0,0.0,1166.0,86.0,0.0,34.0,324.0,90.0,671.0,829.0,81.0,56.0,148.0,681.0,368.0,1704.0,167.0,105.0,810.0,1065.0,975.0,362.0,380.0,1386.0,713.0,479.0,36.0,792.0,34.0,880.0
2015-05-01,278.0,206.0,241.0,1164.0,1195.0,1740.0,876.0,36.0,822.0,201.0,20.0,31.0,77.0,1042.0,83.0,516.0,28.0,0.0,150.0,76.0,0.0,1169.0,86.0,0.0,34.0,334.0,90.0,674.0,829.0,81.0,56.0,148.0,681.0,368.0,1722.0,167.0,105.0,810.0,1079.0,979.0,362.0,380.0,1395.0,713.0,486.0,36.0,796.0,34.0,880.0
2015-06-01,278.0,206.0,242.0,1172.0,1198.0,1750.0,876.0,36.0,828.0,201.0,20.0,35.0,81.0,1046.0,83.0,517.0,28.0,0.0,160.0,76.0,0.0,1175.0,86.0,0.0,34.0,336.0,90.0,677.0,829.0,81.0,56.0,148.0,681.0,368.0,1732.0,167.0,105.0,810.0,1086.0,985.0,362.0,380.0,1403.0,713.0,493.0,36.0,803.0,34.0,880.0
2015-09-01,278.0,206.0,242.0,1172.0,1204.0,1756.0,877.0,36.0,834.0,201.0,20.0,41.0,81.0,1049.0,83.0,517.0,28.0,0.0,163.0,76.0,0.0,1177.0,87.0,0.0,34.0,337.0,90.0,678.0,829.0,81.0,56.0,148.0,681.0,368.0,1736.0,167.0,105.0,810.0,1087.0,987.0,364.0,380.0,1405.0,713.0,494.0,36.0,807.0,34.0,880.0
2015-10-01,278.0,206.0,242.0,1176.0,1210.0,1765.0,884.0,36.0,842.0,201.0,20.0,44.0,81.0,1055.0,83.0,523.0,28.0,0.0,163.0,76.0,0.0,1186.0,91.0,0.0,34.0,339.0,90.0,680.0,829.0,81.0,56.0,148.0,681.0,368.0,1746.0,167.0,105.0,810.0,1091.0,991.0,367.0,380.0,1412.0,713.0,500.0,36.0,819.0,34.0,880.0
2015-11-01,278.0,206.0,242.0,1183.0,1218.0,1774.0,888.0,36.0,849.0,201.0,20.0,48.0,81.0,1058.0,83.0,527.0,28.0,0.0,166.0,76.0,0.0,1189.0,92.0,0.0,34.0,342.0,90.0,686.0,829.0,81.0,56.0,148.0,681.0,368.0,1756.0,167.0,105.0,810.0,1098.0,994.0,371.0,380.0,1418.0,713.0,503.0,36.0,823.0,34.0,880.0
2015-12-01,278.0,206.0,242.0,1192.0,1227.0,1783.0,894.0,36.0,852.0,201.0,20.0,55.0,81.0,1062.0,83.0,531.0,28.0,0.0,171.0,76.0,0.0,1196.0,96.0,0.0,34.0,346.0,90.0,687.0,829.0,81.0,56.0,148.0,681.0,368.0,1759.0,167.0,105.0,810.0,1104.0,997.0,374.0,380.0,1422.0,713.0,507.0,36.0,824.0,34.0,880.0
2016-01-01,278.0,206.0,242.0,1199.0,1236.0,1788.0,896.0,36.0,859.0,201.0,20.0,59.0,81.0,1066.0,83.0,534.0,28.0,0.0,174.0,76.0,0.0,1202.0,102.0,0.0,34.0,347.0,90.0,697.0,829.0,81.0,56.0,148.0,681.0,368.0,1768.0,167.0,105.0,810.0,1112.0,1001.0,377.0,380.0,1425.0,713.0,507.0,36.0,836.0,34.0,880.0
2016-02-01,278.0,206.0,242.0,1206.0,1246.0,1801.0,898.0,36.0,862.0,201.0,20.0,68.0,81.0,1068.0,83.0,543.0,28.0,0.0,180.0,76.0,0.0,1204.0,107.0,0.0,34.0,353.0,90.0,704.0,829.0,81.0,56.0,148.0,681.0,368.0,1779.0,167.0,105.0,810.0,1122.0,1009.0,383.0,380.0,1428.0,713.0,512.0,36.0,847.0,34.0,880.0
2016-03-01,278.0,206.0,242.0,1210.0,1256.0,1816.0,904.0,36.0,869.0,201.0,20.0,71.0,81.0,1074.0,83.0,543.0,28.0,0.0,183.0,76.0,0.0,1207.0,110.0,0.0,34.0,356.0,90.0,709.0,829.0,81.0,56.0,148.0,681.0,368.0,1786.0,167.0,105.0,810.0,1127.0,1019.0,386.0,380.0,1434.0,713.0,519.0,36.0,855.0,34.0,880.0
2016-04-01,278.0,206.0,242.0,1219.0,1265.0,1826.0,910.0,36.0,876.0,201.0,20.0,73.0,81.0,1081.0,83.0,545.0,28.0,0.0,188.0,76.0,0.0,1211.0,119.0,0.0,34.0,360.0,90.0,716.0,829.0,81.0,56.0,148.0,681.0,368.0,1798.0,167.0,105.0,810.0,1134.0,1020.0,389.0,380.0,1437.0,713.0,521.0,36.0,857.0,34.0,880.0
2016-05-01,278.0,206.0,242.0,1227.0,1283.0,1835.0,917.0,36.0,885.0,201.0,20.0,77.0,81.0,1083.0,83.0,549.0,28.0,0.0,196.0,76.0,0.0,1214.0,129.0,0.0,34.0,365.0,90.0,719.0,829.0,81.0,56.0,148.0,681.0,368.0,1816.0,167.0,105.0,810.0,1138.0,1027.0,397.0,380.0,1447.0,713.0,528.0,36.0,864.0,34.0,880.0
2016-06-01,278.0,206.0,242.0,1234.0,1286.0,1841.0,921.0,36.0,888.0,201.0,20.0,78.0,81.0,1089.0,83.0,553.0,28.0,0.0,199.0,76.0,0.0,1217.0,130.0,0.0,34.0,368.0,90.0,725.0,829.0,81.0,56.0,148.0,681.0,368.0,1822.0,167.0,105.0,810.0,1138.0,1033.0,401.0,380.0,1447.0,713.0,531.0,36.0,867.0,34.0,880.0
2016-09-01,280.0,206.0,242.0,1234.0,1288.0,1847.0,922.0,36.0,888.0,201.0,20.0,81.0,81.0,1090.0,83.0,553.0,28.0,0.0,200.0,76.0,0.0,1221.0,136.0,4.0,34.0,368.0,90.0,727.0,829.0,81.0,56.0,148.0,682.0,368.0,1828.0,167.0,105.0,810.0,1142.0,1036.0,405.0,380.0,1447.0,713.0,531.0,36.0,869.0,34.0,880.0
2016-10-01,287.0,206.0,242.0,1246.0,1298.0,1854.0,929.0,36.0,895.0,201.0,20.0,88.0,81.0,1094.0,83.0,553.0,28.0,0.0,201.0,76.0,0.0,1222.0,140.0,7.0,34.0,368.0,90.0,730.0,829.0,81.0,56.0,148.0,683.0,368.0,1836.0,167.0,105.0,810.0,1149.0,1043.0,408.0,380.0,1453.0,713.0,531.0,36.0,879.0,34.0,880.0
2016-11-01,288.0,206.0,242.0,1250.0,1307.0,1863.0,932.0,36.0,902.0,201.0,20.0,93.0,81.0,1100.0,83.0,553.0,28.0,0.0,202.0,76.0,0.0,1226.0,143.0,10.0,34.0,368.0,90.0,737.0,829.0,81.0,56.0,148.0,688.0,368.0,1846.0,167.0,105.0,810.0,1159.0,1049.0,410.0,380.0,1457.0,713.0,531.0,36.0,886.0,34.0,880.0
2016-12-01,294.0,206.0,242.0,1254.0,1310.0,1868.0,935.0,36.0,908.0,201.0,20.0,99.0,81.0,1107.0,83.0,553.0,28.0,0.0,204.0,76.0,0.0,1227.0,149.0,13.0,34.0,368.0,90.0,744.0,829.0,81.0,56.0,148.0,688.0,368.0,1855.0,167.0,105.0,810.0,1165.0,1056.0,410.0,380.0,1458.0,713.0,531.0,36.0,889.0,34.0,880.0
2017-01-01,299.0,206.0,242.0,1260.0,1314.0,1875.0,939.0,36.0,909.0,201.0,20.0,101.0,81.0,1111.0,83.0,553.0,28.0,0.0,208.0,76.0,0.0,1233.0,151.0,16.0,34.0,368.0,90.0,746.0,829.0,81.0,56.0,148.0,688.0,368.0,1859.0,167.0,105.0,810.0,1171.0,1062.0,413.0,380.0,1459.0,713.0,531.0,36.0,896.0,34.0,880.0
2017-02-01,302.0,206.0,242.0,1266.0,1322.0,1883.0,944.0,36.0,918.0,201.0,20.0,107.0,81.0,1118.0,83.0,553.0,28.0,0.0,209.0,76.0,0.0,1236.0,158.0,18.0,34.0,368.0,90.0,747.0,829.0,81.0,56.0,148.0,691.0,368.0,1868.0,167.0,105.0,810.0,1180.0,1068.0,414.0,380.0,1466.0,713.0,531.0,36.0,901.0,34.0,880.0
2017-03-01,311.0,206.0,242.0,1272.0,1331.0,1895.0,948.0,36.0,922.0,201.0,20.0,117.0,81.0,1124.0,83.0,553.0,28.0,0.0,215.0,76.0,0.0,1236.0,158.0,21.0,34.0,368.0,90.0,751.0,829.0,81.0,56.0,148.0,691.0,368.0,1877.0,167.0,105.0,810.0,1190.0,1078.0,418.0,380.0,1476.0,713.0,531.0,36.0,906.0,34.0,880.0
2017-04-01,318.0,206.0,242.0,1278.0,1341.0,1904.0,952.0,36.0,926.0,201.0,20.0,119.0,81.0,1132.0,83.0,553.0,28.0,0.0,218.0,76.0,0.0,1244.0,165.0,26.0,34.0,368.0,90.0,752.0,829.0,81.0,56.0,148.0,692.0,368.0,1887.0,167.0,105.0,810.0,1195.0,1081.0,422.0,380.0,1477.0,713.0,531.0,36.0,915.0,34.0,880.0
2017-05-01,326.0,206.0,242.0,1296.0,1357.0,1922.0,958.0,36.0,932.0,201.0,20.0,132.0,81.0,1139.0,83.0,553.0,28.0,0.0,219.0,76.0,0.0,1249.0,169.0,30.0,34.0,368.0,90.0,764.0,829.0,81.0,56.0,148.0,700.0,368.0,1903.0,167.0,105.0,810.0,1206.0,1094.0,425.0,380.0,1487.0,713.0,531.0,36.0,930.0,34.0,880.0
2017-06-01,333.0,206.0,242.0,1297.0,1364.0,1931.0,960.0,36.0,933.0,201.0,20.0,132.0,81.0,1145.0,83.0,553.0,28.0,0.0,219.0,76.0,0.0,1253.0,169.0,35.0,34.0,368.0,90.0,771.0,829.0,81.0,56.0,148.0,703.0,368.0,1915.0,167.0,105.0,810.0,1210.0,1097.0,432.0,380.0,1493.0,713.0,531.0,36.0,934.0,34.0,880.0
2017-09-01,333.0,206.0,242.0,1301.0,1368.0,1937.0,963.0,36.0,933.0,201.0,20.0,135.0,81.0,1146.0,83.0,554.0,28.0,4.0,219.0,76.0,0.0,1254.0,169.0,41.0,34.0,372.0,90.0,771.0,829.0,81.0,56.0,148.0,703.0,368.0,1919.0,167.0,105.0,810.0,1214.0,1103.0,432.0,380.0,1497.0,713.0,531.0,36.0,934.0,34.0,880.0
2017-10-01,336.0,206.0,242.0,1305.0,1379.0,1949.0,972.0,36.0,941.0,201.0,20.0,138.0,81.0,1153.0,83.0,561.0,28.0,6.0,219.0,76.0,0.0,1260.0,175.0,46.0,34.0,377.0,90.0,772.0,829.0,81.0,56.0,148.0,703.0,368.0,1926.0,167.0,105.0,810.0,1226.0,1106.0,432.0,380.0,1505.0,713.0,531.0,36.0,941.0,34.0,880.0
2017-11-01,336.0,206.0,242.0,1308.0,1384.0,1959.0,976.0,36.0,944.0,201.0,20.0,140.0,81.0,1158.0,83.0,565.0,28.0,12.0,219.0,76.0,0.0,1264.0,175.0,52.0,34.0,380.0,90.0,775.0,829.0,81.0,56.0,148.0,703.0,368.0,1935.0,167.0,105.0,810.0,1229.0,1111.0,432.0,380.0,1517.0,713.0,531.0,36.0,951.0,34.0,880.0
2017-12-01,339.0,206.0,242.0,1310.0,1391.0,1966.0,978.0,36.0,950.0,201.0,20.0,146.0,81.0,1161.0,83.0,569.0,28.0,17.0,219.0,76.0,0.0,1265.0,176.0,52.0,34.0,383.0,90.0,778.0,829.0,81.0,56.0,148.0,703.0,368.0,1942.0,167.0,105.0,810.0,1235.0,1116.0,432.0,380.0,1524.0,713.0,531.0,36.0,955.0,34.0,880.0
2018-01-01,348.0,206.0,242.0,1318.0,1400.0,1976.0,981.0,36.0,954.0,201.0,20.0,156.0,81.0,1165.0,83.0,576.0,28.0,23.0,219.0,76.0,0.0,1268.0,180.0,56.0,34.0,386.0,90.0,782.0,829.0,81.0,56.0,148.0,703.0,368.0,1946.0,167.0,105.0,810.0,1239.0,1120.0,432.0,380.0,1527.0,713.0,531.0,36.0,961.0,34.0,880.0
2018-02-01,352.0,206.0,242.0,1324.0,1410.0,1988.0,987.0,36.0,964.0,201.0,20.0,161.0,81.0,1169.0,83.0,581.0,28.0,28.0,219.0,76.0,0.0,1270.0,183.0,63.0,34.0,387.0,90.0,784.0,829.0,81.0,56.0,148.0,703.0,368.0,1953.0,167.0,105.0,810.0,1243.0,1120.0,432.0,380.0,1533.0,713.0,531.0,36.0,971.0,34.0,880.0
2018-03-01,361.0,206.0,242.0,1329.0,1425.0,1996.0,996.0,36.0,968.0,201.0,20.0,170.0,81.0,1176.0,83.0,589.0,28.0,37.0,219.0,76.0,0.0,1271.0,188.0,65.0,34.0,388.0,90.0,784.0,829.0,81.0,56.0,148.0,703.0,368.0,1966.0,167.0,105.0,810.0,1252.0,1126.0,432.0,380.0,1543.0,713.0,531.0,36.0,975.0,34.0,880.0
2018-04-01,364.0,206.0,242.0,1333.0,1428.0,2007.0,1003.0,36.0,973.0,201.0,20.0,171.0,81.0,1180.0,83.0,592.0,28.0,44.0,219.0,76.0,0.0,1273.0,190.0,71.0,34.0,396.0,90.0,785.0,829.0,81.0,56.0,148.0,703.0,368.0,1978.0,167.0,105.0,810.0,1256.0,1130.0,432.0,380.0,1552.0,713.0,531.0,36.0,981.0,34.0,880.0
2018-05-01,374.0,206.0,242.0,1337.0,1439.0,2017.0,1019.0,36.0,978.0,201.0,20.0,176.0,81.0,1185.0,83.0,602.0,28.0,48.0,219.0,76.0,0.0,1281.0,191.0,75.0,34.0,408.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,1986.0,167.0,105.0,810.0,1258.0,1143.0,432.0,380.0,1560.0,713.0,531.0,36.0,988.0,34.0,880.0
2018-06-01,380.0,206.0,242.0,1340.0,1443.0,2024.0,1020.0,36.0,982.0,201.0,20.0,183.0,81.0,1194.0,83.0,608.0,28.0,51.0,219.0,76.0,0.0,1282.0,191.0,78.0,34.0,414.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,1991.0,167.0,105.0,810.0,1268.0,1146.0,432.0,380.0,1566.0,713.0,531.0,36.0,995.0,34.0,880.0
2018-09-01,381.0,206.0,242.0,1344.0,1447.0,2030.0,1021.0,36.0,986.0,201.0,20.0,186.0,81.0,1198.0,83.0,612.0,28.0,55.0,219.0,76.0,4.0,1282.0,191.0,79.0,34.0,417.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,1997.0,167.0,105.0,810.0,1272.0,1150.0,432.0,380.0,1567.0,715.0,531.0,36.0,996.0,34.0,880.0
2018-10-01,391.0,206.0,242.0,1347.0,1455.0,2038.0,1032.0,36.0,991.0,201.0,20.0,190.0,81.0,1205.0,83.0,616.0,28.0,60.0,219.0,76.0,5.0,1282.0,191.0,82.0,34.0,421.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2005.0,167.0,105.0,810.0,1281.0,1154.0,432.0,380.0,1574.0,722.0,536.0,36.0,1003.0,34.0,880.0
2018-11-01,400.0,206.0,242.0,1350.0,1462.0,2045.0,1032.0,36.0,995.0,201.0,20.0,194.0,81.0,1212.0,83.0,623.0,28.0,64.0,219.0,76.0,5.0,1282.0,191.0,86.0,34.0,430.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2005.0,167.0,105.0,810.0,1287.0,1158.0,432.0,380.0,1577.0,729.0,537.0,36.0,1004.0,34.0,880.0
2018-12-01,403.0,206.0,242.0,1351.0,1467.0,2049.0,1036.0,36.0,996.0,201.0,20.0,201.0,81.0,1215.0,83.0,625.0,28.0,71.0,219.0,76.0,7.0,1282.0,191.0,91.0,34.0,432.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2011.0,167.0,105.0,810.0,1294.0,1165.0,432.0,380.0,1583.0,730.0,541.0,36.0,1009.0,34.0,880.0
2019-01-01,408.0,206.0,242.0,1356.0,1477.0,2061.0,1046.0,36.0,1003.0,201.0,20.0,204.0,81.0,1215.0,83.0,633.0,28.0,73.0,219.0,76.0,8.0,1282.0,191.0,97.0,34.0,436.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2020.0,167.0,105.0,810.0,1300.0,1165.0,432.0,380.0,1588.0,734.0,544.0,36.0,1010.0,34.0,880.0
2019-02-01,412.0,206.0,242.0,1366.0,1487.0,2073.0,1049.0,36.0,1003.0,201.0,20.0,209.0,81.0,1218.0,83.0,639.0,28.0,75.0,219.0,76.0,12.0,1282.0,191.0,101.0,34.0,440.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2030.0,167.0,105.0,810.0,1304.0,1173.0,432.0,380.0,1595.0,738.0,554.0,36.0,1013.0,34.0,880.0
2019-03-01,417.0,206.0,242.0,1373.0,1493.0,2081.0,1056.0,36.0,1007.0,201.0,20.0,214.0,81.0,1224.0,83.0,647.0,28.0,79.0,219.0,76.0,19.0,1282.0,191.0,108.0,34.0,444.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2039.0,167.0,105.0,810.0,1305.0,1181.0,432.0,380.0,1599.0,739.0,554.0,36.0,1018.0,34.0,880.0
2019-04-01,424.0,206.0,242.0,1380.0,1502.0,2093.0,1060.0,36.0,1010.0,201.0,20.0,219.0,81.0,1228.0,83.0,654.0,28.0,85.0,219.0,76.0,22.0,1282.0,191.0,114.0,34.0,446.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2048.0,167.0,105.0,810.0,1311.0,1183.0,432.0,380.0,1609.0,743.0,555.0,36.0,1024.0,34.0,880.0
2019-05-01,427.0,206.0,242.0,1390.0,1517.0,2107.0,1064.0,36.0,1019.0,201.0,20.0,226.0,81.0,1238.0,83.0,663.0,28.0,88.0,219.0,76.0,30.0,1282.0,191.0,120.0,34.0,451.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2056.0,167.0,105.0,810.0,1323.0,1190.0,432.0,380.0,1618.0,748.0,562.0,36.0,1035.0,34.0,880.0
2019-06-01,430.0,206.0,242.0,1393.0,1519.0,2111.0,1070.0,36.0,1023.0,201.0,20.0,230.0,81.0,1247.0,83.0,667.0,28.0,88.0,219.0,76.0,33.0,1282.0,191.0,123.0,34.0,458.0,90.0,791.0,829.0,81.0,56.0,148.0,703.0,368.0,2059.0,167.0,105.0,810.0,1327.0,1196.0,432.0,380.0,1627.0,754.0,563.0,36.0,1039.0,34.0,880.0
2019-09-01,435.0,206.0,242.0,1400.0,1525.0,2115.0,1073.0,36.0,1027.0,201.0,20.0,231.0,81.0,1248.0,83.0,669.0,28.0,88.0,220.0,76.0,33.0,1282.0,191.0,123.0,34.0,464.0,90.0,791.0,832.0,81.0,56.0,148.0,708.0,368.0,2063.0,167.0,105.0,810.0,1334.0,1200.0,432.0,380.0,1628.0,758.0,563.0,36.0,1040.0,34.0,880.0
2019-10-01,438.0,206.0,242.0,1405.0,1533.0,2124.0,1078.0,36.0,1029.0,201.0,20.0,238.0,81.0,1252.0,83.0,674.0,28.0,88.0,233.0,76.0,33.0,1282.0,191.0,125.0,34.0,466.0,90.0,791.0,833.0,81.0,56.0,148.0,711.0,368.0,2074.0,167.0,105.0,810.0,1340.0,1209.0,432.0,380.0,1636.0,763.0,563.0,36.0,1050.0,34.0,880.0
2019-11-01,442.0,206.0,242.0,1409.0,1539.0,2133.0,1082.0,36.0,1032.0,201.0,20.0,242.0,81.0,1255.0,83.0,683.0,28.0,88.0,239.0,76.0,33.0,1282.0,191.0,128.0,34.0,472.0,90.0,791.0,840.0,81.0,56.0,148.0,718.0,368.0,2080.0,167.0,105.0,810.0,1347.0,1215.0,432.0,380.0,1641.0,768.0,563.0,36.0,1056.0,34.0,880.0
2019-12-01,448.0,206.0,242.0,1416.0,1544.0,2139.0,1089.0,36.0,1036.0,201.0,20.0,245.0,81.0,1256.0,83.0,688.0,28.0,88.0,240.0,76.0,33.0,1282.0,191.0,129.0,34.0,478.0,90.0,791.0,843.0,81.0,56.0,148.0,722.0,368.0,2090.0,167.0,105.0,810.0,1354.0,1222.0,432.0,380.0,1650.0,772.0,563.0,36.0,1057.0,34.0,880.0
2020-01-01,449.0,206.0,242.0,1421.0,1551.0,2150.0,1093.0,36.0,1037.0,201.0,20.0,249.0,81.0,1257.0,83.0,697.0,28.0,88.0,243.0,76.0,33.0,1282.0,191.0,136.0,34.0,484.0,90.0,791.0,844.0,81.0,56.0,148.0,726.0,368.0,2096.0,167.0,105.0,810.0,1361.0,1227.0,432.0,380.0,1655.0,774.0,563.0,36.0,1064.0,34.0,880.0
2020-02-01,453.0,206.0,242.0,1424.0,1555.0,2154.0,1097.0,36.0,1040.0,201.0,20.0,253.0,81.0,1262.0,83.0,703.0,28.0,88.0,246.0,76.0,33.0,1282.0,191.0,138.0,34.0,484.0,90.0,791.0,847.0,81.0,56.0,148.0,731.0,368.0,2105.0,167.0,105.0,810.0,1365.0,1230.0,432.0,380.0,1661.0,776.0,563.0,36.0,1070.0,34.0,880.0
2020-03-01,461.0,206.0,242.0,1424.0,1562.0,2166.0,1100.0,36.0,1048.0,201.0,20.0,257.0,81.0,1266.0,83.0,709.0,28.0,88.0,256.0,76.0,33.0,1282.0,191.0,143.0,34.0,490.0,90.0,791.0,851.0,81.0,56.0,148.0,734.0,368.0,2112.0,167.0,105.0,810.0,1370.0,1239.0,432.0,380.0,1668.0,783.0,563.0,36.0,1077.0,34.0,880.0
2020-04-01,462.0,206.0,242.0,1430.0,1564.0,2169.0,1103.0,36.0,1049.0,201.0,20.0,257.0,81.0,1267.0,83.0,713.0,28.0,88.0,257.0,76.0,33.0,1282.0,191.0,146.0,34.0,491.0,90.0,791.0,854.0,81.0,56.0,148.0,737.0,368.0,2115.0,167.0,105.0,810.0,1374.0,1242.0,432.0,380.0,1669.0,783.0,563.0,36.0,1077.0,34.0,880.0
